sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	library_layout	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5	forward_file_accession	reverse_file_accession
SE004	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE004_R1.fastq.gz	8cdf55ecf73efc341988e9bc9143240f	pro1_reverse_SE004_R2.fastq.gz	66b97231bd0093d6e37cc2c314e26c3d	ERR10223366	ERR10223366
SE005	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE005_R1.fastq.gz	34d703394cc448218438cc727ae5a44d	pro1_reverse_SE005_R2.fastq.gz	2203c1fff9de518f34fe549f3856a13c	ERR10223367	ERR10223367
SE006	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE006_R1.fastq.gz	fcae3b177c468fe88a23abb3cdc72d6c	pro1_reverse_SE006_R2.fastq.gz	eb1225a85de043f15af79fd371c8a043	ERR10223368	ERR10223368
SE007	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE007_R1.fastq.gz	f83e4006920e1a558e5dcc21736c7189	pro1_reverse_SE007_R2.fastq.gz	0d9251329f7f867b994d133ca6c64645	ERR10223369	ERR10223369
SE008	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE008_R1.fastq.gz	fdd84fc72d2e157bb6dc2c923b79b20b	pro1_reverse_SE008_R2.fastq.gz	3599e705b29d5e4f2134d52f07715fc4	ERR10223370	ERR10223370
SE009	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE009_R1.fastq.gz	38f01486f0e466134e7ca634c594b045	pro1_reverse_SE009_R2.fastq.gz	b606a0d819975e56eeb452d6515bd518	ERR10223371	ERR10223371
SE010	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE010_R1.fastq.gz	5ccf9211d65f841567194172771ffe7a	pro1_reverse_SE010_R2.fastq.gz	c6bbd836fd182810b3c42e38983553f1	ERR10223372	ERR10223372
SE011	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE011_R1.fastq.gz	e756090161eb31be9c1f66250a505e38	pro1_reverse_SE011_R2.fastq.gz	3c87e667ebf44965963bd299162854bf	ERR10223373	ERR10223373
SE012	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE012_R1.fastq.gz	a2d244fe371106cdf8a21dcb6fd49004	pro1_reverse_SE012_R2.fastq.gz	2caeb5f99b3a86d48bdf0a4c1625f0ac	ERR10223374	ERR10223374
SE013	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE013_R1.fastq.gz	3a1e3ab00cb5332b1268e6e895600fe7	pro1_reverse_SE013_R2.fastq.gz	ec035f1ad23092eb59c8076c6ba3478a	ERR10223375	ERR10223375
SE014	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE014_R1.fastq.gz	66988328586ed60ef278e09d741ecd94	pro1_reverse_SE014_R2.fastq.gz	acea1f7d378feb218edca48a96d433b3	ERR10223376	ERR10223376
SE015	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE015_R1.fastq.gz	a61ed80b81f80e8ac7f0b47fc8edc408	pro1_reverse_SE015_R2.fastq.gz	574b69b8e37ffc31c4f9d58d10001c63	ERR10223377	ERR10223377
SE016	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE016_R1.fastq.gz	bf82aef6173952843e31b2e023891c0e	pro1_reverse_SE016_R2.fastq.gz	bea976e5b2195a3081292fbc3f32b7b1	ERR10223378	ERR10223378
SE017	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE017_R1.fastq.gz	4524e15f535e1d7ef59e4b1dfb609b09	pro1_reverse_SE017_R2.fastq.gz	cf1fdb2c618588e3907f749b0215fe82	ERR10223379	ERR10223379
SE018	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE018_R1.fastq.gz	f6058cfd33b9d517c29bcbe45ec3a3c5	pro1_reverse_SE018_R2.fastq.gz	6f25505537f20daaf779d71d6670603f	ERR10223380	ERR10223380
SE019	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE019_R1.fastq.gz	7c44982470054b6ee913e81d095a481f	pro1_reverse_SE019_R2.fastq.gz	cbef47e284b0da5c5dde6504c7e42573	ERR10223381	ERR10223381
SE020	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE020_R1.fastq.gz	a0b0966ee34b65ff7b1a2254f21ed528	pro1_reverse_SE020_R2.fastq.gz	021fd821df2596805c904b9b7456a07b	ERR10223382	ERR10223382
SE021	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE021_R1.fastq.gz	82adde3de21c42d59e7db2951deb4d1a	pro1_reverse_SE021_R2.fastq.gz	56cb125e0a2089b907f02efc5c455f8c	ERR10223383	ERR10223383
SE022	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE022_R1.fastq.gz	44ff00e2615344da8eae68bc1c0e0a62	pro1_reverse_SE022_R2.fastq.gz	b8620da855b3634281ed78386dbe3ba7	ERR10223384	ERR10223384
SE023	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE023_R1.fastq.gz	ff54f02f97feb1a8c728ade9b04319a2	pro1_reverse_SE023_R2.fastq.gz	23eb80644c7add66610eec55fc8837eb	ERR10223385	ERR10223385
SE024	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE024_R1.fastq.gz	8dd6b8d975ce43aae10420cad53b1148	pro1_reverse_SE024_R2.fastq.gz	ec50594b2aaadd8c52d9b1046fa1ffe1	ERR10223386	ERR10223386
SE025	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE025_R1.fastq.gz	b399e1f9596cdc5fde47ba85634316ae	pro1_reverse_SE025_R2.fastq.gz	38d49b2d7372c9d764170d311f4de24d	ERR10223387	ERR10223387
SE026	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE026_R1.fastq.gz	8e0cd0c173f3d670a45480b951e634b1	pro1_reverse_SE026_R2.fastq.gz	0e8b5b22287208523c164d044a95e6cf	ERR10223388	ERR10223388
SE027	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE027_R1.fastq.gz	2d5a2833404c54b48d407135f65083f4	pro1_reverse_SE027_R2.fastq.gz	a3de9fd0c73101cc83e1bfd8a3742b74	ERR10223389	ERR10223389
SE028	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE028_R1.fastq.gz	98f625d5f0f4534f75838f5f64936fc9	pro1_reverse_SE028_R2.fastq.gz	aba426423295097870e94bf5ae655d0d	ERR10223390	ERR10223390
SE029	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE029_R1.fastq.gz	fb9885fb8ddf27a85b584967c9d0e14a	pro1_reverse_SE029_R2.fastq.gz	4d0414dc6b821ebbc5103b5deb9b1018	ERR10223391	ERR10223391
SE030	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE030_R1.fastq.gz	65adc898d842f2801dc5c82e1939bfa6	pro1_reverse_SE030_R2.fastq.gz	a9e703e88477ec3f7ab200d8e5a60600	ERR10223392	ERR10223392
SE031	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE031_R1.fastq.gz	eb513544d5f0f33dd620ff799ee50464	pro1_reverse_SE031_R2.fastq.gz	2762dbcc3cc7b76c3ccb0fc4d1af4654	ERR10223393	ERR10223393
SE032	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE032_R1.fastq.gz	facb91b3bb6c61faeb2cf2213ac9e383	pro1_reverse_SE032_R2.fastq.gz	79c5cde9bc7fd741d03a6efd5dd5b06a	ERR10223394	ERR10223394
SE033	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE033_R1.fastq.gz	96febc446adb3e269b85dc87396836ea	pro1_reverse_SE033_R2.fastq.gz	d52baf4443daf39ca80c2b40c8650f20	ERR10223395	ERR10223395
SE034	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE034_R1.fastq.gz	15df74428edde802a6b01fc1b2b138b1	pro1_reverse_SE034_R2.fastq.gz	9beac9eafdb89e0b1eb189e07ab4a3e9	ERR10223396	ERR10223396
SE035	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE035_R1.fastq.gz	63901bb47b41a8f8524060edfd73fc3f	pro1_reverse_SE035_R2.fastq.gz	664c2106fa984a959db6d3b2df52991a	ERR10223397	ERR10223397
SE036	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE036_R1.fastq.gz	dd9918f7d0cc86de2d5ef23e1b64af40	pro1_reverse_SE036_R2.fastq.gz	9b370c34aaa67bc39d1a6a77e6beea0d	ERR10223398	ERR10223398
SE037	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE037_R1.fastq.gz	fa8671c040e15a1e36e030beebba32b8	pro1_reverse_SE037_R2.fastq.gz	1e5ae0b371f5ef2bf740334b76ea4ab3	ERR10223399	ERR10223399
SE038	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE038_R1.fastq.gz	e77ac223781d648a577b7368aecfbd25	pro1_reverse_SE038_R2.fastq.gz	074d9ad2c05fcf6ab18605731d5ee577	ERR10223400	ERR10223400
SE039	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE039_R1.fastq.gz	d5a5d5dda780b07daa62b9a82008af72	pro1_reverse_SE039_R2.fastq.gz	4924bfeb88ea9738148f418d62ca017a	ERR10223401	ERR10223401
SE040	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE040_R1.fastq.gz	a87dfd86baa4f46613b2b98e75d5b3cc	pro1_reverse_SE040_R2.fastq.gz	e6bebb029d2a170c2db1b6fe14ade45d	ERR10223402	ERR10223402
SE041	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE041_R1.fastq.gz	ae678c9a84e24e5af84082ddf34d939b	pro1_reverse_SE041_R2.fastq.gz	80d6b62d7ef081bce3f842989e339935	ERR10223403	ERR10223403
SE042	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE042_R1.fastq.gz	205437d990c61a25d5d4620aa716ed34	pro1_reverse_SE042_R2.fastq.gz	d22f5d4a32dae492036030d179076879	ERR10223404	ERR10223404
SE043	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE043_R1.fastq.gz	80613e723ebb6e6c4293b81d3da380dc	pro1_reverse_SE043_R2.fastq.gz	3eb35a74a476af3a0a76c82defd55360	ERR10223405	ERR10223405
SE044	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE044_R1.fastq.gz	672f108715abb388a3c927168112b853	pro1_reverse_SE044_R2.fastq.gz	cc84bd06c972319a67ad9aa5032790a9	ERR10223406	ERR10223406
SE045	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE045_R1.fastq.gz	2e49a8a3a5bc363a0e4d69f0c2db9cd1	pro1_reverse_SE045_R2.fastq.gz	2e687f276a97a5a3e4fae3a6f3880ee5	ERR10223407	ERR10223407
SE046	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE046_R1.fastq.gz	5d5dd07498cb4f1041b8c625d4f32861	pro1_reverse_SE046_R2.fastq.gz	fc97d30fca2e4c24e80418b4df2dc831	ERR10223408	ERR10223408
SE047	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE047_R1.fastq.gz	295caaaaca9f630d4b961503a92ba68b	pro1_reverse_SE047_R2.fastq.gz	3f121feaf374769c7833b9c3e846d2b7	ERR10223409	ERR10223409
SE048	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE048_R1.fastq.gz	84de42febfd08c2c739d38f7074637ed	pro1_reverse_SE048_R2.fastq.gz	8842adb1fbbfe8aca24f139cf51eab58	ERR10223410	ERR10223410
SE049	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE049_R1.fastq.gz	dfb71f3824ad259daf1ab02a26c44876	pro1_reverse_SE049_R2.fastq.gz	28e0d4ac03bf4d84206211bd19ec89b4	ERR10223411	ERR10223411
SE050	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE050_R1.fastq.gz	ee052dbdd01f6fae8e92309e7510cf2e	pro1_reverse_SE050_R2.fastq.gz	15376b6f6271a2cd0afee4e190c22adf	ERR10223412	ERR10223412
SE051	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE051_R1.fastq.gz	d56da97e5c8a30a5d4f1b5f941f8a7a6	pro1_reverse_SE051_R2.fastq.gz	9805b994db272270ec5f504685434c41	ERR10223413	ERR10223413
SE052	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE052_R1.fastq.gz	cb68de05e0629eb72e9e03e41a913d30	pro1_reverse_SE052_R2.fastq.gz	fca13e1c9b2f5ef524469672e282c46c	ERR10223414	ERR10223414
SE053	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE053_R1.fastq.gz	59eee716d72fcd4d3f296a13efdde6f4	pro1_reverse_SE053_R2.fastq.gz	3a5ebfec6a4fff11d6edc1c3a475233d	ERR10223415	ERR10223415
SE054	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE054_R1.fastq.gz	bac6a8b54c2a3395ae13ccd6b12419ce	pro1_reverse_SE054_R2.fastq.gz	377fa4c4fbc65b38f3614ee84ebdca7a	ERR10223416	ERR10223416
SE055	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE055_R1.fastq.gz	87c5093804497730d8528938c9ec54ea	pro1_reverse_SE055_R2.fastq.gz	a955bf9a312cb5273e8cdf589a7af5c9	ERR10223417	ERR10223417
SE056	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE056_R1.fastq.gz	e62820d4b70fb56f3ab764cc65c0613f	pro1_reverse_SE056_R2.fastq.gz	55c19e81f4cbea37add2f61d73df6d82	ERR10223418	ERR10223418
SE057	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE057_R1.fastq.gz	f19ceaf87af4e6de727819aaf4429690	pro1_reverse_SE057_R2.fastq.gz	e4ffe844f72b054f24d7172778588924	ERR10223419	ERR10223419
SE058	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE058_R1.fastq.gz	7a1aca9b8c6ab522cb8e734dfe660cc4	pro1_reverse_SE058_R2.fastq.gz	1b70b01c5b55e676e9abae064f96edb9	ERR10223420	ERR10223420
SE059	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE059_R1.fastq.gz	6112f27b7f13bc279826cea4331eae80	pro1_reverse_SE059_R2.fastq.gz	047361243fb578b2359c2a85bab4928e	ERR10223421	ERR10223421
SE060	PRJEB56039	Illumina MiSeq	pro1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE060_R1.fastq.gz	42626c3e4898372ffc537b31b082abd1	pro1_reverse_SE060_R2.fastq.gz	1a14ca9b4eb11043b2d2b5b844d881bb	ERR10223422	ERR10223422
SE061	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE061_R1.fastq.gz	cf99d3ef502d6a30b7be55dfc1151195	pro1_reverse_SE061_R2.fastq.gz	3c435914d7df969578bae41eaaf9e4ef	ERR10223423	ERR10223423
SE062	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE062_R1.fastq.gz	a1455c307e79a8e73d1dc04e4bc047eb	pro1_reverse_SE062_R2.fastq.gz	3470583f746cfcb1a97d770eba45452d	ERR10223424	ERR10223424
SE063	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE063_R1.fastq.gz	1241cf03e779cac6eb823f32c936d619	pro1_reverse_SE063_R2.fastq.gz	2fac86cc6f12c57b6d99b7f93b8612cc	ERR10223425	ERR10223425
SE064	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE064_R1.fastq.gz	d6e47335b2d806851451b1b1b37b7845	pro1_reverse_SE064_R2.fastq.gz	15269b1161c080741b2a28350e8853e8	ERR10223426	ERR10223426
SE065	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE065_R1.fastq.gz	a011d3646a7407d577ec4a41ccd4dd2d	pro1_reverse_SE065_R2.fastq.gz	446979d689f6a82b1c540e02f9300049	ERR10223427	ERR10223427
SE066	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE066_R1.fastq.gz	740e9205fddc23f8dcc953dd689937dc	pro1_reverse_SE066_R2.fastq.gz	6f73596871287a0dd52db49456387a57	ERR10223428	ERR10223428
SE067	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE067_R1.fastq.gz	6dabcc9796a6f622042a84a2114b398a	pro1_reverse_SE067_R2.fastq.gz	1d748b5cb28b7581f5b45d03026cbe06	ERR10223429	ERR10223429
SE068	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE068_R1.fastq.gz	88085671ab6f166dd127247c0733523a	pro1_reverse_SE068_R2.fastq.gz	5b8704dd7195ac1c654fa2ebf9318a7a	ERR10223430	ERR10223430
SE069	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE069_R1.fastq.gz	7a3e132ce7e1fae6892a22a0c2d3af82	pro1_reverse_SE069_R2.fastq.gz	404cd2bbb1ef2478d154d68ffdfd9a64	ERR10223431	ERR10223431
SE070	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE070_R1.fastq.gz	190100a15ee3441e548b3def24e1d045	pro1_reverse_SE070_R2.fastq.gz	e90668cdf0786057a64ac09c6355988e	ERR10223432	ERR10223432
SE071	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE071_R1.fastq.gz	cf86f1eb673dc89f8cb49949b71a2911	pro1_reverse_SE071_R2.fastq.gz	bfc7d311eff9b5f6fa792e99ae0a2f7d	ERR10223433	ERR10223433
SE072	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE072_R1.fastq.gz	66f39b43c93adb855238292a73ce05a9	pro1_reverse_SE072_R2.fastq.gz	a0371e7ea1924a91d8ef9a17264785de	ERR10223434	ERR10223434
SE073	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE073_R1.fastq.gz	ed318cb6a787d5018922551cbffb5b8d	pro1_reverse_SE073_R2.fastq.gz	e4ac6111c040db367b920c10ef6302a0	ERR10223435	ERR10223435
SE074	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE074_R1.fastq.gz	2db8a5bfad4c795f00baf6a5ffa4f2db	pro1_reverse_SE074_R2.fastq.gz	e90b1eda9b8db44a3aa147a3172a5036	ERR10223436	ERR10223436
SE075	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE075_R1.fastq.gz	850b79a8e9f05d84b426b265de4a5a2f	pro1_reverse_SE075_R2.fastq.gz	54ed95ea590143a03925caa05e1cbf8a	ERR10223437	ERR10223437
SE076	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE076_R1.fastq.gz	6fd277e8e3010a3b80966094f9727444	pro1_reverse_SE076_R2.fastq.gz	70336ca6b451b15ae6dccfb8e5f79a8a	ERR10223438	ERR10223438
SE077	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE077_R1.fastq.gz	d08bba570fa7469bc7c2804d8121ddc8	pro1_reverse_SE077_R2.fastq.gz	ebbee95c00ea3d21dcc3a6737e09f823	ERR10223439	ERR10223439
SE078	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE078_R1.fastq.gz	2702f31d49daa5a052fd42b8493cbb15	pro1_reverse_SE078_R2.fastq.gz	342274945c4f4c44b4eb27d426f92414	ERR10223440	ERR10223440
SE079	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE079_R1.fastq.gz	8c3faded8a496a8865a3bbd2cd73a46e	pro1_reverse_SE079_R2.fastq.gz	bd308b098861afcedb0a8c82736af95a	ERR10223441	ERR10223441
SE080	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE080_R1.fastq.gz	beb35512857d8815f4d8ca9ccdd3a4f4	pro1_reverse_SE080_R2.fastq.gz	3a64e647eee699f1d6cf27f4b2e1ca20	ERR10223442	ERR10223442
SE081	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE081_R1.fastq.gz	5b13a560ca2ad8e7b80cc75480c43f04	pro1_reverse_SE081_R2.fastq.gz	0875c3738f78432059dac3feb9c4c61e	ERR10223443	ERR10223443
SE082	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE082_R1.fastq.gz	0cbf18be9d9d33e478a946a7955d1b8b	pro1_reverse_SE082_R2.fastq.gz	b5d3265a5e0dbc2549aee91f7dd160d7	ERR10223444	ERR10223444
SE083	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE083_R1.fastq.gz	048f9e2ed74a1beafa3ed763fa91c34d	pro1_reverse_SE083_R2.fastq.gz	d6848c27c93ac9f6a1ab05be29260bf3	ERR10223445	ERR10223445
SE084	PRJEB56039	Illumina MiSeq	pro1_reverse_open_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_reverse_SE084_R1.fastq.gz	74a265951bd84cff27273be04d376076	pro1_reverse_SE084_R2.fastq.gz	102e58f5d0335c3833e5c3fbfcb2260b	ERR10223446	ERR10223446
SE001	PRJEB56039	Illumina MiSeq	pro1_true_closed_temp0_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	pro1_true_SE001_R1.fastq.gz	e09cab4a1d75857dee1645e9a8c2c508	pro1_true_SE001_R2.fastq.gz	e4d1425b3942b1aeea108ad988bf455c	ERR10223447	ERR10223447
